rent,area,yearc,location
283.1023254,59,1938,0
291.2829895,55,1955,0
231.5129547,41,1951,1
308.9225464,56,1954,1
653.6355591,70,1972,0
516.609314,88,1959,0
555.0584717,86,1970,0
476.0127563,57,1957.5,1
539.2084351,68,1981,1
335.9698792,28,1957.5,0
293.2258911,56,1924,0
743.5717773,96,1940,1
501.6795959,65,1983,0
497.3336182,76,1983,1
602.5063477,73,1969,0
589.0082397,66,1967,0
381.1680908,46,1957.5,0
467.1673889,54,1957.5,1
426.7241821,76,1957.5,1
341.6963501,68,1961,0
568.8121948,78,1962,0
242.7613831,36,1961,0
365.8293457,61,1957.5,1
624.2874146,79,1963,0
159.8809814,34,1957.5,1
177.367157,32,1960,1
478.0068054,68,1973,0
461.2363892,140,1939,1
477.4955139,54,1983,0
346.9115295,80,1960,0
744.0831299,73,1981,1
539.1572876,50,1993,0
522.8470459,51,1989,0
269.2974548,35,1972,0
251.862381,66,1929,1
761.1602173,96,1970,1
469.1614075,98,1918,0
546.2131348,64,1924,1
345.8378296,52,1974,0
326.4598694,72,1968,1
395.7399292,60,1965,0
539.770813,47,1971,0
418.5435181,78,1967,0
527.1930542,55,1967,0
317.6145325,72,1918,2
474.9390259,68,1918,0
215.6629028,32,1918,0
569.170105,57,1958,0
881.569458,87,1918,0
503.9292603,78,1918,0
651.7437134,78,1982,0
397.6828308,65,1957.5,0
346.2979736,42,1939,1
383.3666382,52,1966,1
425.6504822,61,1957.5,1
576.890625,75,1958,1
362.4036865,63,1957.5,1
536.9586792,103,1949,0
509.3489685,70,1957.5,1
701.9526367,75,1957.5,1
650.6700439,68,1983,1
364.960144,43,1939,0
381.6282654,28,1962,0
257.9467468,32,1960,0
486.3408508,91,1960,0
296.1913757,64,1937,1
131.5042725,48,1956,0
542.1228027,76,1937,0
456.4813843,82,1962,0
272.0072937,123,1918,1
323.4432373,68,1939,1
163.7156677,57,1954,0
328.9140625,50,1969,0
1058.425415,98,1929,1
842.8135376,110,1939,1
687.7897949,90,1985,0
325.335022,78,1968,1
565.9489746,92,1918,0
273.3877869,51,1957.5,0
102.4117661,70,1929,0
405.4033508,58,1937,1
273.6434326,76,1924,0
725.1652832,83,1991,0
259.5828857,37,1966,0
378.1003418,74,1918,1
597.3934326,68,1929,1
211.5214539,110,1929,1
442.1141052,72,1918,0
748.7869873,93,1970,1
356.0125427,45,1992,0
650.2610474,71,1986,1
784.2706299,99,1957.5,0
622.2422485,100,1966,0
658.7484741,62,1996,1
564.2105713,64,1931,1
479.7963257,81,1959,1
565.7444458,85,1929,1
472.8427124,120,1918,1
364.4488525,85,1939,1
470.8486938,84,1967,0
245.420105,52,1972,0
640.6998291,106,1939,1
474.6833801,72,1955,0
396.6602478,53,1984,0
530.8743896,48,1962,1
183.6049194,51,1955,0
372.4250183,50,1982,0
394.4617004,48,1957.5,0
379.480835,83,1959,0
462.1055908,50,1986,0
957.2918091,86,1994,1
587.21875,92,1918,0
585.0713501,77,1974,1
389.6044006,97,1971,1
270.0643921,45,1972,0
354.5809326,48,1918,1
331.7773132,37,1953,0
149.297226,45,1957.5,1
1026.111694,94,1972,1
465.9914246,88,1939,0
495.0328064,97,1918,1
422.0203247,38,1972,1
650.9256592,90,1960,0
818.1692505,110,1918,1
493.6523132,54,1991,0
219.7532501,93,1918,1
620.9639893,67,1929,1
416.8562622,65,1959,0
429.0249939,64,1963,0
710.2355347,125,1929,1
519.7282104,81,1971,1
385.9742432,49,1960,0
1164.518433,96,1986,1
264.1845093,84,1939,0
271.8539124,83,1957.5,0
279.5232849,92,1929,0
355.2456055,54,1972,0
584.9179077,106,1959,0
361.2788391,60,1967,0
577.5552979,65,1972,0
484.1423035,86,1973,0
449.4255676,82,1959,1
633.1327515,83,1989,1
174.7084351,33,1939,1
496.5155334,60,1955,0
202.8294983,43,1954,0
808.4035645,93,1957.5,0
306.2638245,110,1918,1
244.5509033,33,1918,1
229.6723175,44,1957.5,0
342.6166687,92,1957.5,1
526.5283813,79,1978,0
512.416748,58,1918,1
571.0618896,62,1957.5,0
315.4159851,53,1960,1
321.3469543,100,1918,1
474.9390259,50,1964,0
484.7558289,83,1961,0
483.631012,61,1954,0
309.2804565,23,1957,1
750.9343872,80,1983,0
249.817215,39,1939,0
541.8671875,88,1977,0
382.0884094,35,1929,1
509.1444397,82,1971,0
360.8186951,60,1918,0
571.5731812,60,1986,1
459.9070435,75,1963,0
334.9984436,89,1957.5,1
350.2860413,60,1918,1
373.6520996,80,1941,0
344.5596008,64,1960,0
542.2250366,100,1929,0
644.9436035,57,1960,0
341.7474976,69,1918,0
306.9284973,100,1924,1
346.6047668,76,1929,1
450.4992676,92,1958,1
285.2497559,105,1982,1
1035.723999,137,1918,1
333.7713318,35,1957.5,1
445.3863525,64,1970,0
763.8189697,82,1962,0
524.9433594,50,1991,0
724.6028442,78,1994.5,0
98.9349823,42,1939,1
692.6470947,72,1918,1
479.2338867,63,1958,0
459.395752,100,1918,0
369.5617676,58,1960,0
295.7823486,29,1957.5,0
743.5206299,103,1939,0
557.3592529,114,1918,1
436.2853699,37,1971,1
470.2351379,64,1965,0
519.8815918,104,1918,2
249.3570557,70,1918,1
336.3789368,53,1972,1
515.4844971,101,1929,0
959.1835938,113,1972,0
618.4586182,69,1939,1
284.1760254,108,1918,0
588.1901855,71,1968,1
265.8206482,53,1982,1
357.4953003,70,1967,0
252.7826996,33,1956,1
265.1048279,50,1957.5,1
463.9973755,50,1957.5,1
510.8316956,103,1930,0
431.4280701,55,1918,0
734.8286743,102,1979,0
598.3137207,79,1957.5,0
938.8853149,146,1979,0
304.2186584,44,1966,0
357.750946,40,1918,1
361.5344849,75,1940,0
497.5892639,54,1929,0
376.2597046,41,1956,1
566.4091797,82,1973,1
393.2857361,38,1966,1
746.9974365,92,1973,0
424.1166077,50,1957.5,1
682.6257935,83,1972,0
365.3691711,58,1972,0
347.6273499,65,1918,1
310.7632141,44,1973,0
598.1604004,82,1984,0
430.5077515,68,1965,0
291.5897522,60,1918,0
382.4463196,70,1957.5,0
263.6220703,32,1972,0
472.5870667,120,1918,1
223.4856873,40,1957.5,0
378.3559875,50,1991,0
254.3677063,28,1963,0
416.3961182,79,1970,1
449.8345947,45,1957.5,1
634.5132446,100,1971,1
623.6738892,63,1985,0
236.3191071,55,1972,0
312.5016174,54,1962,0
457.5039673,67,1963,0
416.4472351,59,1933,0
784.4751587,85,1994.5,0
458.3731689,65,1918,1
550.8147583,58,1986,0
736.0557861,76,1992,0
373.6009827,56,1957.5,1
789.8948364,70,1989,1
493.7034302,52,1972,0
373.3453369,65,1962,0
365.6759644,43,1991,1
429.1784058,68,1964,0
814.9992676,90,1979,0
674.854187,64,1957,0
411.1297913,70,1965,0
367.2609558,40,1929,1
290.9250793,26,1972,1
565.4376831,39,1983,1
261.83255,48,1932,0
676.2857666,70,1991,0
344.6107178,35,1995,0
242.6080017,37,1957.5,0
934.0791626,82,1984,2
134.5720367,58,1918,0
458.7310791,39,1991,0
493.3455505,71,1918,0
234.6829681,32,1972,1
327.8403625,87,1957.5,1
178.082962,45,1918,1
377.1800232,38,1957.5,0
275.4329529,42,1964,0
655.6295776,125,1918,1
1204.450317,101,1980,1
644.0743408,78,1957,0
766.4776611,62,1993,1
274.5637512,89,1930,0
461.6965637,65,1918,1
356.2170715,43,1959,1
246.4938202,51,1986,0
365.2669373,58,1938,0
394.5639648,86,1957,0
424.8835449,53,1980,0
575.9191895,59,1994,0
758.5015259,73,1963,0
603.3244019,72,1972,0
381.3726196,64,1935,0
596.0129395,95,1918,1
285.658783,29,1957.5,1
399.5746155,64,1918,0
204.6190186,36,1955,1
299.7704163,110,1918,1
283.1023254,28,1929,1
264.5424194,58,1918,1
256.208374,32,1972,0
207.8401489,70,1918,1
516.6604614,60,1959,1
426.7753296,34,1957,1
708.9573364,113,1929,1
199.5572205,57,1957.5,1
873.5421753,80,1924,1
372.5272522,37,1929,1
312.2459717,68,1957.5,1
513.8994751,78,1980,1
93.77092743,46,1918,0
391.7518311,75,1972,1
265.6672363,39,1968,0
377.1288757,73,1968,0
351.0018616,65,1959,0
503.724762,68,1918,1
262.3438416,34,1957,0
311.8369446,50,1957.5,1
514.7686768,70,1961,0
309.7406006,75,1961,0
269.2463074,41,1957.5,1
463.486084,84,1991,0
313.7286987,59,1957.5,0
256.8730469,60,1956,0
259.276123,32,1957.5,1
639.5750122,68,1979,0
275.84198,52,1960,1
484.4490662,67,1939,1
627.8153076,90,1961,0
390.2179565,56,1955,0
301.1509094,56,1962,1
613.2434692,50,1972,0
298.6967163,91,1939,0
531.3344727,58,1984,0
446.3578186,86,1962,0
300.7929993,31,1972,0
715.9620361,78,1955,0
574.3853149,57,1972,1
285.1986084,118,1918,0
537.6234131,109,1918,0
244.4997864,70,1918,1
536.8564453,82,1985,0
415.5780334,82,1972,0
533.4819336,75,1971,0
629.2980957,85,1957.5,0
456.5836487,75,1984,0
307.5420532,76,1918,1
579.7027588,47,1983,0
238.3131561,35,1994,1
623.0091553,83,1983,0
560.7337646,62,1929,1
279.932312,60,1918,1
507.9173584,56,1957.5,0
411.3343201,84,1918,0
482.5061646,51,1956,1
224.6105194,54,1957.5,1
516.9160767,130,1918,0
383.571167,57,1996,0
489.6130981,49,1957.5,0
500.5036316,43,1972,0
338.7819824,55,1924,0
330.1411743,42,1918,0
416.3449707,60,1954,0
681.5009766,110,1983,0
394.2060547,69,1957,0
299.7704163,71,1983,0
566.4602661,100,1972,0
629.2468872,86,1983,0
501.1683044,40,1991,0
484.8580933,87,1968,0
200.2219086,30,1972,0
187.7975006,21,1966,2
276.3532715,71,1963,0
324.1079407,97,1918,1
258.4580383,62,1955,0
311.1722412,67,1964,0
647.4489136,94,1971,0
384.031311,56,1972,0
358.3133545,36,1966,0
516.1491699,48,1985,0
537.6744995,65,1965,0
238.5688019,86,1960,0
309.0248108,76,1960,0
408.9823914,93,1955,0
266.5875854,28,1968,0
704.1000366,84,1981,0
896.2435303,95,1918,1
247.0562439,75,1918,1
661.458252,67,1991,1
555.8765259,68,1970,0
366.6473999,65,1957.5,0
374.0100098,49,1983,0
261.1678772,38,1918,0
340.8271484,67,1936,1
373.3453369,35,1918,1
105.4283829,38,1957.5,0
850.125,80,1972,2
1078.57019,103,1959,0
965.9326172,130,1929,1
445.3352356,75,1957.5,0
872.4173584,102,1918,1
659.7710571,79,1986,0
467.5252991,52,1929,0
328.3005066,54,1966,0
324.6192322,36,1967,0
283.8692627,38,1957.5,1
576.9417725,58,1957.5,1
590.6955566,91,1979,0
493.8056946,49,1994,0
430.7122803,96,1939,0
846.3925781,108,1994.5,0
407.7041626,53,1939,1
563.4436646,58,1983,1
283.051178,58,1954,0
321.2958374,68,1960,0
515.9957886,55,1981,0
160.9035645,54,1955,0
363.7841797,72,1968,0
494.7260132,45,1992,1
343.4347534,35,1972,1
659.873291,99,1939,1
183.0424957,70,1918,1
588.3947144,66,1972,0
274.1547241,38,1970,0
574.0273438,119,1939,1
620.0948486,87,1962,0
181.764267,38,1972,0
341.0827942,45,1971,0
140.8097839,86,1929,0
486.8521423,83,1972,0
611.965271,100,1983,0
387.5081177,57,1955,0
483.6821289,45,1941,0
1038.791748,116,1964,1
282.4887695,30,1972,1
562.472168,68,1963,0
766.1708984,74,1986,1
434.1890869,80,1973,0
404.227356,78,1963,1
502.6510315,51,1989,0
507.3038025,58,1918,1
1546.555664,160,1918,1
349.5702515,56,1918,0
306.5705872,23,1969,1
420.7420959,79,1991,1
479.6429138,58,1958,0
1461.067749,155,1918,1
268.4282227,55,1939,1
559.4044189,90,1962,0
489.204071,63,1979,0
412.2546387,53,1996,0
813.1586304,107,1972,2
548.3605347,50,1991,1
252.7315674,30,1965,0
225.9398804,30,1965,0
428.5137024,31,1957.5,1
495.8508606,44,1994,0
570.192688,78,1959,0
294.8108826,67,1957.5,1
719.0297852,92,1957.5,1
346.0423279,44,1985,0
627.6619263,96,1979,0
328.8629456,48,1939,1
280.1368408,53,1957.5,1
270.7290649,38,1929,0
395.1263733,30,1959,1
398.9099426,64,1973,1
282.8466797,56,1957.5,1
278.1939087,48,1939,0
353.7628784,66,1957.5,1
324.1590576,62,1939,0
478.7225952,79,1971,0
557.4615479,64,1924,1
292.9191284,77,1918,1
447.8405762,96,1918,1
523.9719238,81,1957.5,0
307.8999634,52,1957.5,0
241.3297729,30,1957.5,1
363.6307983,37,1974,0
403.8694763,50,1929,2
806.0005493,118,1924,1
588.9571533,72,1996,0
535.680481,74,1939,0
585.5314331,86,1963,0
474.4788513,55,1968,0
376.5664673,88,1957.5,0
556.5411987,63,1982,0
517.5296631,70,1957.5,0
446.7668457,93,1971,1
444.0058899,54,1996,0
418.1856384,82,1929,0
438.3305359,54,1976,1
370.9422607,43,1984,0
301.2531738,40,1938,1
880.8536987,95,1970,2
602.5574951,160,1918,1
423.6564331,56,1967,0
352.9959412,55,1958,0
963.2227783,125,1918,1
403.0513916,36,1972,1
169.3909912,27,1972,1
438.2282715,58,1957.5,1
644.8413086,64,1995,1
496.6689453,84,1957.5,0
429.7919312,60,1976,0
335.7142334,56,1964,1
430.6100159,47,1983,0
581.8501587,86,1937,0
258.7648315,60,1918,0
582.6171265,127,1918,1
285.6076355,55,1957.5,0
257.6399841,51,1932,0
630.5251465,62,1973,1
591.1045532,89,1962,1
863.3674316,75,1982,1
647.8068237,86,1970,0
326.2042236,31,1971,1
334.7939148,38,1957.5,0
363.8352966,75,1962,0
304.4743042,90,1918,0
1160.019043,115,1955,2
591.7181396,65,1918,0
680.1716309,65,1984,0
406.272522,37,1991,0
352.6891479,66,1963,0
429.4340515,56,1983,1
537.9812622,75,1971,0
347.7807312,54,1983,1
700.9300537,84,1970,1
470.9509277,65,1963,0
386.8434143,47,1972,0
572.3912354,90,1970,0
388.4284363,37,1971,0
356.0636902,63,1964,0
582.3614502,100,1968,0
421.5090332,58,1962,0
509.7579956,56,1984,1
619.68573,58,1986,0
237.8529968,33,1973,0
527.7554321,64,1961,0
323.289856,32,1961,0
663.8103027,81,1968,0
488.1303711,76,1939,0
616.6691284,78,1994.5,0
594.0700684,81,1985,0
504.3894348,50,1972,0
355.0411072,38,1958,0
226.8602142,65,1957.5,1
575.7657471,67,1967,0
554.751709,101,1929,1
325.1816406,26,1960,0
656.243103,67,1991,0
669.0765381,77,1959,1
389.5532837,57,1972,1
659.2086182,72,1972,0
428.0024109,38,1972,1
795.2122803,57,1977,2
542.5317993,68,1957.5,0
409.0846252,79,1989,0
449.3744507,90,1989,0
423.4519348,65,1968,0
388.4795532,69,1956,1
197.3586731,70,1956,0
393.4391174,50,1972,0
301.9178467,57,1957.5,0
272.3652039,33,1939,0
839.1322021,130,1918,2
284.9941101,58,1955,0
776.4478149,81,1993,0
215.7651672,50,1963,0
495.8508606,60,1929,0
249.8683472,52,1959,0
694.0787354,79,1973,1
402.4378357,41,1986,0
861.8335571,105,1969,2
273.4900513,40,1972,0
401.6197815,69,1983,1
290.9761963,29,1966,0
439.8644104,56,1967,0
421.5601501,120,1918,0
538.5437622,122,1918,0
357.750946,100,1918,0
673.3203125,87,1980,0
521.5177002,63,1918,0
257.7422485,65,1929,1
204.6190186,110,1929,2
367.4654846,34,1961,1
458.6288147,64,1963,0
520.137207,72,1972,1
857.7432251,94,1982,0
408.6755981,88,1955,1
284.7895813,35,1971,0
641.824707,65,1972,1
254.7256165,93,1918,0
423.1962891,73,1957.5,0
311.0188599,54,1918,1
275.5352173,50,1957.5,1
643.0517578,62,1972,0
419.7195129,56,1957.5,1
440.2734375,77,1969,0
475.348053,60,1961,1
161.3125916,24,1960,1
298.543335,46,1957.5,0
730.0736694,72,1918,1
440.7336121,46,1952,1
295.5267029,32,1971,1
560.7337646,50,1984,1
662.5831909,77,1957.5,1
454.8963928,39,1957.5,1
470.0817566,67,1957.5,1
357.5975647,98,1963,1
310.5587158,30,1968,0
428.5648499,45,1992,1
156.7621002,58,1929,1
668.616394,64,1991,1
303.3494568,28,1961,1
358.364502,80,1970,0
415.5269165,43,1957.5,1
307.0818787,35,1959,1
321.193573,38,1959,0
264.7980652,49,1963,0
231.257309,62,1972,0
632.0078735,117,1918,1
293.3281555,59,1960,0
255.9015808,84,1961,0
500.094574,63,1957.5,1
695.7659912,112,1918,1
443.0344238,56,1969,0
545.3439331,86,1918,0
662.3275146,90,1956,0
496.0042419,59,1958,1
535.1691895,92,1918,1
322.0627747,47,1967,0
316.540802,65,1957.5,0
588.8548584,62,1918,0
197.1030273,56,1929,0
455.7655945,65,1961,1
281.006012,95,1959,1
481.2279358,65,1960,0
742.855957,100,1985,0
250.3285065,80,1929,0
376.4642029,68,1939,0
479.4384155,53,1957.5,1
321.9093628,37,1966,1
227.11586,73,1972,0
618.5097656,80,1957.5,1
222.9743958,64,1934,1
531.1811523,70,1955,0
619.3278809,67,1961,1
378.8161621,50,1958,1
340.3158569,34,1972,0
414.5043335,134,1918,1
350.1326599,54,1929,1
564.9775391,52,1929,1
605.1650391,65,1994,0
226.0421448,38,1958,0
533.6864624,53,1939,0
395.4842834,70,1961,1
174.2993927,59,1929,0
274.6148682,52,1957.5,1
644.8924561,120,1939,2
699.8051758,65,1929,1
576.0214233,106,1954,0
488.7950439,67,1957.5,0
274.5126343,40,1965,0
587.3721313,66,1959,0
792.7069702,70,1989,0
557.0524902,109,1929,1
286.6302185,30,1971,1
253.2939911,47,1972,0
496.5155334,60,1979,0
472.280304,60,1929,1
333.515686,48,1957.5,1
167.8571167,30,1939,0
627.4573975,53,1957.5,1
276.7111816,58,1924,1
441.2449036,88,1951,0
735.8001099,80,1972,1
358.0577087,72,1963,0
424.1166077,69,1964,0
437.4613342,55,1959,0
509.4512329,63,1963,0
255.7993164,37,1957.5,0
515.1265869,155,1929,0
208.9649963,48,1962,1
752.2637939,73,1969,2
320.0687256,54,1960,0
911.7868652,107,1959,1
358.7735291,53,1973,0
137.3330078,86,1939,1
614.1637573,70,1918,1
332.9021301,75,1957.5,0
302.3268738,72,1954,0
307.0818787,72,1970,1
518.8078613,60,1984,1
177.7761993,39,1957.5,0
461.2875366,83,1924,0
551.4282837,120,1918,0
792.2979126,98,1929,1
288.6242676,36,1957.5,1
577.453064,85,1969,0
452.186554,83,1972,0
567.0227051,50,1994,1
329.6298828,43,1969,0
316.8475952,48,1966,1
727.4661255,98,1959,1
570.9595947,89,1979,0
790.2015991,85,1980,1
302.7359009,59,1960,0
413.7373962,75,1929,0
194.9044647,62,1918,0
394.2060547,65,1994,1
189.7915497,37,1924,0
608.2839355,97,1994,0
655.1182861,59,1991,2
420.6398315,45,1965,0
371.8114624,42,1983,0
303.3494568,45,1941,0
397.018158,82,1935,0
248.3855896,38,1995,0
293.3281555,29,1956,1
324.8237305,61,1957.5,1
353.3538208,105,1918,1
400.7505798,43,1918,0
676.7970581,85,1918,0
1017.061768,96,1918,1
500.9126587,85,1957.5,1
364.1932068,82,1957.5,0
380.0432434,54,1957.5,1
295.4755859,28,1957.5,1
428.1558228,71,1973,0
455.6121826,54,1968,0
335.100708,32,1973,1
862.7028198,77,1994.5,1
211.0101624,21,1972,1
330.1922913,90,1918,1
521.8244629,48,1996,0
251.8112488,52,1957.5,0
622.4978638,66,1929,1
357.1885071,32,1967,0
179.3611908,85,1929,0
339.7023315,50,1956,0
1122.132324,140,1918,1
599.3875122,65,1929,0
407.9598083,80,1929,0
282.3865051,94,1918,0
603.1710205,89,1973,0
302.1223755,33,1970,0
313.1662903,65,1972,0
522.0289917,68,1961,0
144.8489838,56,1918,0
601.0236206,68,1972,0
515.9957886,78,1939,0
1207.313599,115,1955,2
453.9760742,78,1968,1
707.1677856,63,1971,1
571.3686523,67,1972,0
274.7171326,88,1934,1
176.9069977,50,1929,1
399.012207,95,1918,1
576.9417725,93,1964,0
629.5025635,55,1981,0
393.4391174,50,1967,0
783.4013672,157,1918,1
730.1248169,80,1991,1
437.0011902,43,1991,1
331.6750488,80,1960,1
213.9245148,49,1948,0
220.6224518,50,1918,0
329.0674438,43,1952,0
119.2332687,43,1937,1
305.3435059,47,1952,0
881.109314,110,1918,1
230.234726,80,1929,1
324.8748779,63,1957.5,1
435.2627869,48,1957.5,1
408.1643066,50,1918,1
433.3709717,39,1972,1
217.4524384,25,1961,0
616.0044556,62,1956,0
511.956543,68,1957.5,1
459.9581604,81,1959,1
385.1561584,79,1991,0
803.3929443,72,1976,1
255.4414215,61,1961,0
477.4955139,56,1964,0
173.736969,60,1918,0
647.5511475,56,1985,1
272.8764954,42,1940,0
670.6615601,84,1970,1
275.8930969,26,1959,0
438.7907104,95,1918,0
411.2320557,76,1929,0
402.7446289,78,1957.5,0
274.4614868,40,1966,0
406.6304321,33,1973,0
709.0084229,80,1981,2
593.6610107,106,1969,0
249.6127014,48,1972,0
383.1621399,64,1960,0
689.8861694,86,1965,0
802.8816528,83,1957.5,1
220.2134247,68,1972,0
510.7294617,57,1988,0
240.8696136,55,1957.5,1
819.0384521,95,1983,1
251.7601166,39,1961,0
463.7417297,85,1973,0
284.7384644,28,1950,0
179.7702332,56,1939,0
493.6011963,32,1991,1
441.5516663,64,1918,0
182.1732941,57,1918,1
237.0860443,40,1994.5,0
246.1870422,110,1918,0
646.0684204,86,1972,0
253.4985046,60,1918,0
228.4963379,32,1968,0
118.2618103,60,1939,0
330.7035828,41,1961,0
361.3299866,49,1957.5,0
256.1061096,33,1961,0
195.5691376,59,1990,2
332.5442505,34,1965,0
318.7393799,35,1929,1
325.283905,36,1972,0
109.6209793,26,1918,1
1170.653931,137,1918,1
376.3108215,82,1939,0
184.7808838,30,1959,2
510.2181702,72,1991,1
142.3947906,51,1940,1
313.3708191,34,1977,1
179.0032959,29,1959,2
560.5292969,145,1929,0
329.8343811,20,1972,1
388.8374634,56,1957.5,0
374.4190369,35,1939,0
339.8045654,63,1954,0
435.7740784,64,1959,1
473.9164429,73,1968,0
927.1256104,100,1972,0
501.5262146,85,1957.5,1
537.5723267,54,1939,1
430.2521057,39,1957.5,1
344.355072,78,1961,0
243.1192932,37,1957,1
542.378479,69,1984,1
272.9276123,30,1960,0
299.8215637,57,1940,0
328.9140625,85,1969,2
288.5731506,20,1957.5,1
549.4342651,68,1957.5,1
365.0624084,56,1962,0
474.2743225,86,1953,0
143.0083466,32,1955,0
530.2608032,74,1960,2
264.3890076,65,1959,0
255.952713,35,1950,0
290.5160522,83,1961,0
397.6317139,79,1958,0
481.2790527,98,1974,0
303.6051025,101,1929,1
733.4993286,75,1918,1
693.0561523,84,1981,0
263.0596619,51,1958,0
336.0210266,58,1939,1
368.7437134,35,1957,1
477.7000122,56,1972,0
440.324585,61,1954,0
259.1227112,77,1968,0
586.656311,65,1993,0
290.3115234,33,1983,0
469.2125549,96,1929,0
522.182373,136,1929,0
558.5352783,68,1981,1
452.646698,56,1970,0
217.9126129,76,1939,0
737.6407471,49,1994,1
302.8381653,41,1973,0
304.5765686,60,1963,0
97.24771118,63,1918,0
347.2182922,58,1967,0
423.9120789,44,1957.5,1
379.3274536,72,1993,1
498.8674927,70,1930,1
628.8890381,55,1939,1
468.9057617,76,1963,1
455.6633301,63,1924,1
514.0528564,72,1974,0
336.5323181,82,1939,0
462.0544739,44,1991,0
308.4623718,87,1918,1
334.9984436,102,1929,1
1133.073975,124,1918,0
220.366806,46,1948,0
321.0401917,35,1957.5,1
515.5355835,60,1984,0
580.0606689,81,1986,0
604.9094238,85,1957.5,1
201.2956238,49,1963,0
329.3742371,35,1972,0
331.1126099,57,1929,0
420.9977417,50,1971,0
370.4820862,78,1939,1
325.8974609,45,1959,1
611.6072998,77,1967,1
491.5560303,48,1988,0
519.114624,65,1957.5,1
350.8995972,52,1932,0
233.0979614,32,1972,0
293.9928284,28,1957.5,0
266.9966125,52,1957.5,1
447.3804016,65,1972,0
199.8128662,68,1952,2
187.3884735,54,1957.5,1
456.6859131,90,1918,1
737.4362793,83,1964,0
364.6022339,63,1960,0
288.9821777,43,1918,1
413.1238403,40,1990,1
332.4419861,36,1979,0
771.0281372,75,1929,1
336.6856995,67,1924,1
477.6488953,77,1956,1
492.2207031,32,1957.5,0
213.1064453,21,1959,1
383.3666382,62,1973,0
680.7851563,100,1963,0
255.9015808,33,1972,0
496.5155334,60,1973,1
262.7017517,62,1939,1
638.8591919,63,1936,1
664.6794434,97,1974,0
635.8936768,67,1939,0
430.6100159,47,1984,0
302.7359009,60,1957.5,1
322.2672729,31,1918,0
446.8691101,64,1973,1
444.5171814,86,1950,0
390.6781006,99,1918,1
427.1332397,63,1968,1
446.4089355,120,1924,1
790.866333,95,1939,0
388.735199,67,1959,0
745.0545044,110,1957.5,0
442.9321594,41,1972,0
210.1409607,44,1918,0
373.7032471,80,1954,0
520.4440308,112,1918,1
394.1037903,75,1967,0
1135.374756,120,1971,2
266.2296753,85,1988,0
574.0273438,160,1918,1
471.1554565,53,1973,0
587.2698364,86,1985,0
434.3935547,93,1918,1
523.8185425,67,1971,1
710.4912109,83,1918,1
830.7470703,110,1918,1
555.6720581,41,1972,1
359.7449646,62,1953,1
338.6797485,50,1924,1
558.9544678,43,1983,0
379.5626221,36,1957,0
441.6283569,123,1957.5,1
155.4225159,54,1918,0
371.8114624,40,1960,0
327.8403625,60,1970,0
447.3292847,60,1966,1
565.6166382,125,1918,0
301.9587708,50,1957,0
570.9085083,84,1972,0
230.6335297,72,1939,1
361.5242615,60,1968,1
484.1013794,83,1966,0
314.1121521,45,1960,0
444.092804,99,1972,0
458.6288147,102,1918,0
290.444458,45,1918,1
475.3378296,74,1960,0
185.1694641,87,1957,1
387.1809082,70,1918,1
319.9460144,45,1966,1
431.2746887,78,1960,0
614.8847046,75,1986,1
352.8731995,34,1994,0
483.1401367,63,1957,1
434.4242554,110,1972,1
367.1689148,86,1918,1
449.2108154,148,1918,1
283.98172,106,1924,0
395.9700012,95,1918,1
251.3459778,29,1960,1
554.5165405,78,1983,0
381.6077881,90,1957,0
127.8996582,47,1939,0
245.3638611,67,1957,0
217.0996399,105,1918,0
595.5629883,72,1972,0
462.7600708,62,1960,0
492.1286621,64,1983,0
335.4637146,55,1957,0
194.4033966,68,1948,0
300.8748169,33,1968,0
520.9859619,66,1948,0
646.6820068,74,1966,0
328.494812,46,1966,1
863.239624,107,1918,1
560.2634277,71,1960,0
345.9503174,78,1960,1
526.9373779,120,1918,1
442.3186035,68,1960,1
539.9242554,50,1957,0
412.3978271,63,1960,1
343.383606,61,1960,1
604.7304688,85,1968,0
468.9824829,73,1960,0
571.5987549,65,1988,0
192.7263641,29,1996,1
528.0928955,80,1957.5,0
332.4624329,57,1924,0
351.988678,35,1960,1
179.6679688,71,1960,1
377.4509888,91,1924,1
630.5864868,91,1980,0
568.6792603,62,1981,0
725.9833374,102,1980,0
422.9866638,63,1960,0
458.3424988,84,1918,0
330.079834,58,1974,0
544.4951172,62,1987,0
473.164856,69,1967,0
487.4145508,58,1972,0
336.3993835,50,1957,0
234.6625214,65,1960,0
420.6193542,70,1957,1
471.7690125,86,1973,0
449.2823792,92,1973,0
448.8017883,108,1957.5,0
621.7616577,74,1967,0
821.1296387,85,1966,0
421.0284119,65,1960,0
176.4059143,43,1948,0
325.9690247,32,1966,0
368.5647278,45,1966,0
491.8934631,65,1957.5,1
329.4458313,44,1966,1
423.293457,81,1957,0
506.884552,91,1966,0
361.0436707,72,1972,1
255.1704407,47,1972,0
326.0917358,52,1969,0
430.9986267,80,1970,0
590.2608643,53,1993,2
355.2200317,99,1977,0
593.5587769,89,1924,0
141.8937225,36,1918,0
527.4180298,84,1957.5,1
388.3466187,64,1974,0
490.2062073,70,1924,1
374.9150085,63,1957,0
452.8205566,54,1957.5,0
337.4424133,48,1966,0
1521.880737,178,1990,1
242.3318939,82,1918,1
333.3623047,58,1957,1
371.6836243,69,1957,0
345.0146484,47,1967,0
